Date,price
1/11/2014 3:00,40.85816
1/11/2014 3:30,38.67037
1/11/2014 4:00,39.21492
1/11/2014 4:30,40.60163
1/11/2014 5:00,38.16994
1/11/2014 5:30,39.48945
1/11/2014 6:00,39.84515
1/11/2014 6:30,41.82712
1/11/2014 7:00,40.03736
1/11/2014 7:30,41.75894
1/11/2014 8:00,44.09916
1/11/2014 8:30,40.73091
1/11/2014 9:00,40.15183
1/11/2014 9:30,39.93251
1/11/2014 10:00,40.66415
1/11/2014 10:30,39.37399
1/11/2014 11:00,39.80765
1/11/2014 11:30,43.64784
1/11/2014 12:00,39.1
1/11/2014 12:30,38.71899
1/11/2014 13:00,32.55258
1/11/2014 13:30,25.72148
1/11/2014 14:00,32.43617
1/11/2014 14:30,25.6923
1/11/2014 15:00,40.58592
1/11/2014 15:30,68.45931
1/11/2014 16:00,39.99982
1/11/2014 16:30,47.66496
1/11/2014 17:00,38.71635
1/11/2014 17:30,43.20449
1/11/2014 18:00,42.1098
1/11/2014 18:30,45
1/11/2014 19:00,51.88162
1/11/2014 19:30,41.99797
1/11/2014 20:00,43.56487
1/11/2014 20:30,38.13869
1/11/2014 21:00,38.42748
1/11/2014 21:30,35.41001
1/11/2014 22:00,35.24125
1/11/2014 22:30,34.78704
1/11/2014 23:00,39.66268
1/11/2014 23:30,43.24194
1/12/2014 0:00,38.95296
1/12/2014 0:30,35.66393
1/12/2014 1:00,35.59474
1/12/2014 1:30,34.45216
1/12/2014 2:00,35.75015
1/12/2014 2:30,36.03911
1/12/2014 3:00,35.42166
1/12/2014 3:30,35.70735
1/12/2014 4:00,36.44547
1/12/2014 4:30,36.4344
1/12/2014 5:00,34.46258
1/12/2014 5:30,32.82193
1/12/2014 6:00,34.47597
1/12/2014 6:30,38.85428
1/12/2014 7:00,38.83156
1/12/2014 7:30,39.17604
1/12/2014 8:00,38.64267
1/12/2014 8:30,34.30325
1/12/2014 9:00,33.65643
1/12/2014 9:30,35.12271
1/12/2014 10:00,38.42839
1/12/2014 10:30,38.61932
1/12/2014 11:00,36.68478
1/12/2014 11:30,36.9706
1/12/2014 12:00,36.60692
1/12/2014 12:30,38.297
1/12/2014 13:00,39.18208
1/12/2014 13:30,38.98356
1/12/2014 14:00,32.29523
1/12/2014 14:30,32.12027
1/12/2014 15:00,32
1/12/2014 15:30,31.573
1/12/2014 16:00,32
1/12/2014 16:30,38.15584
1/12/2014 17:00,36.85019
1/12/2014 17:30,43.82728
1/12/2014 18:00,41.91792
1/12/2014 18:30,41.97869
1/12/2014 19:00,42.30813
1/12/2014 19:30,42.26106
1/12/2014 20:00,42.22559
1/12/2014 20:30,40.14516
1/12/2014 21:00,38.81035
1/12/2014 21:30,38.10845
1/12/2014 22:00,34.97133
1/12/2014 22:30,33.41641
1/12/2014 23:00,38.12486
1/12/2014 23:30,34.18881
1/13/2014 0:00,35
1/13/2014 0:30,33.46106
1/13/2014 1:00,28.96762
1/13/2014 1:30,25.35718
1/13/2014 2:00,33.44924
1/13/2014 2:30,37.21859
1/13/2014 3:00,28.77611
1/13/2014 3:30,32.69331
1/13/2014 4:00,21.22355
1/13/2014 4:30,25.33667
1/13/2014 5:00,33.41011
1/13/2014 5:30,34.38673
1/13/2014 6:00,29.86635
1/13/2014 6:30,39.05247
1/13/2014 7:00,70.33965
1/13/2014 7:30,57.1147
1/13/2014 8:00,54.28492
1/13/2014 8:30,40.61404
1/13/2014 9:00,38.56625
1/13/2014 9:30,33.37141
1/13/2014 10:00,33
1/13/2014 10:30,30.63903
1/13/2014 11:00,25.72727
1/13/2014 11:30,24.82579
1/13/2014 12:00,25.75629
1/13/2014 12:30,25.70545
1/13/2014 13:00,33.40539
1/13/2014 13:30,25.66746
1/13/2014 14:00,25.70973
1/13/2014 14:30,27.4145
1/13/2014 15:00,33.34068
1/13/2014 15:30,34.23914
1/13/2014 16:00,33.99848
1/13/2014 16:30,38.96371
1/13/2014 17:00,35.49163
1/13/2014 17:30,41.89339
1/13/2014 18:00,49.73716
1/13/2014 18:30,43.2425
1/13/2014 19:00,53.28364
1/13/2014 19:30,68.32853
1/13/2014 20:00,49.39206
1/13/2014 20:30,67.81137
1/13/2014 21:00,52.39402
1/13/2014 21:30,39.54891
1/13/2014 22:00,39.64707
1/13/2014 22:30,38.37212
1/13/2014 23:00,39.62233
1/13/2014 23:30,39.09032
1/14/2014 0:00,47.6036
1/14/2014 0:30,46.83612
1/14/2014 1:00,38.48223
1/14/2014 1:30,36.82251
1/14/2014 2:00,36.06026
1/14/2014 2:30,36.06267
1/14/2014 3:00,37.84029
1/14/2014 3:30,38.33116
1/14/2014 4:00,37.69507
1/14/2014 4:30,58.06533
1/14/2014 5:00,36.21759
1/14/2014 5:30,37.63943
1/14/2014 6:00,35.11713
1/14/2014 6:30,40.46015
1/14/2014 7:00,43.01468
1/14/2014 7:30,43.09339
1/14/2014 8:00,44.91636
1/14/2014 8:30,41.09988
1/14/2014 9:00,39.10652
1/14/2014 9:30,34.65726
1/14/2014 10:00,34
1/14/2014 10:30,23.20186
1/14/2014 11:00,31.34082
1/14/2014 11:30,31.18083
1/14/2014 12:00,23.08246
1/14/2014 12:30,21.94083
1/14/2014 13:00,31.21418
1/14/2014 13:30,31.25307
1/14/2014 14:00,34.94001
1/14/2014 14:30,33.87568
1/14/2014 15:00,35.17356
1/14/2014 15:30,37.98773
1/14/2014 16:00,38.08115
1/14/2014 16:30,42.82751
1/14/2014 17:00,40.13701
1/14/2014 17:30,45.56015
1/14/2014 18:00,49.32025
1/14/2014 18:30,49.79102
1/14/2014 19:00,51.65475
1/14/2014 19:30,43.46525
1/14/2014 20:00,50.93862
1/14/2014 20:30,50.84934
1/14/2014 21:00,43.00845
1/14/2014 21:30,39.41055
1/14/2014 22:00,38.82607
1/14/2014 22:30,38.43657
1/14/2014 23:00,38.73699
1/14/2014 23:30,38.65355
1/15/2014 0:00,35.26655
1/15/2014 0:30,38.31571
1/15/2014 1:00,44.98912
1/15/2014 1:30,38.86899
1/15/2014 2:00,36.8695
1/15/2014 2:30,40.23642
1/15/2014 3:00,38.68189
1/15/2014 3:30,38.18331
1/15/2014 4:00,38.10849
1/15/2014 4:30,39.26643
1/15/2014 5:00,38.77222
1/15/2014 5:30,35.39586
1/15/2014 6:00,36.78278
1/15/2014 6:30,41.3856
1/15/2014 7:00,43.3272
1/15/2014 7:30,53.00476
1/15/2014 8:00,56.92092
1/15/2014 8:30,46.77907
1/15/2014 9:00,41.32971
1/15/2014 9:30,40.68369
1/15/2014 10:00,37.69699
1/15/2014 10:30,35.82753
1/15/2014 11:00,34.67185
1/15/2014 11:30,35.74496
1/15/2014 12:00,37.38595
1/15/2014 12:30,37.61311
1/15/2014 13:00,35.53079
1/15/2014 13:30,37.00413
1/15/2014 14:00,41.7645
1/15/2014 14:30,47.43001
1/15/2014 15:00,42.85161
1/15/2014 15:30,43.17944
1/15/2014 16:00,40.38359
1/15/2014 16:30,43.08478
1/15/2014 17:00,41.90966
1/15/2014 17:30,62.85775
1/15/2014 18:00,49.46024
1/15/2014 18:30,47.8098
1/15/2014 19:00,74.31326
1/15/2014 19:30,63.15889
1/15/2014 20:00,61.94746
1/15/2014 20:30,56.56569
1/15/2014 21:00,69.65072
1/15/2014 21:30,56.73535
1/15/2014 22:00,59.12817
1/15/2014 22:30,50.32144
1/15/2014 23:00,42.76488
1/15/2014 23:30,40.9917
1/16/2014 0:00,38.53509
1/16/2014 0:30,38.95264
1/16/2014 1:00,45.57453
1/16/2014 1:30,40.98475
1/16/2014 2:00,45.98146
1/16/2014 2:30,40.07837
1/16/2014 3:00,40.81326
1/16/2014 3:30,38.3478
1/16/2014 4:00,40.1271
1/16/2014 4:30,41.00004
1/16/2014 5:00,40.34739
1/16/2014 5:30,43.21726
1/16/2014 6:00,37.71433
1/16/2014 6:30,41.68027
1/16/2014 7:00,61.37291
1/16/2014 7:30,47.16196
1/16/2014 8:00,54.03725
1/16/2014 8:30,41.91178
1/16/2014 9:00,40.92125
1/16/2014 9:30,38.28549
1/16/2014 10:00,37.01436
1/16/2014 10:30,35.95512
1/16/2014 11:00,35.35017
1/16/2014 11:30,35.4717
1/16/2014 12:00,34.80396
1/16/2014 12:30,26.66535
1/16/2014 13:00,26.69802
1/16/2014 13:30,34.20395
1/16/2014 14:00,27.81046
1/16/2014 14:30,30.61085
1/16/2014 15:00,34.67251
1/16/2014 15:30,38.06255
1/16/2014 16:00,38.65243
1/16/2014 16:30,42.05631
1/16/2014 17:00,38.66006
1/16/2014 17:30,44.96165
1/16/2014 18:00,49.58515
1/16/2014 18:30,50.7797
1/16/2014 19:00,53.78177
1/16/2014 19:30,52.03233
1/16/2014 20:00,49.65601
1/16/2014 20:30,68.23624
1/16/2014 21:00,50.91482
1/16/2014 21:30,41.12253
1/16/2014 22:00,41.81043
1/16/2014 22:30,40.77599
1/16/2014 23:00,40.76243
1/16/2014 23:30,38.64567
1/17/2014 0:00,36.17539
1/17/2014 0:30,37.14496
1/17/2014 1:00,42.29619
1/17/2014 1:30,42.44701
1/17/2014 2:00,45.52855
1/17/2014 2:30,36.62531
1/17/2014 3:00,43.66363
1/17/2014 3:30,43.46721
1/17/2014 4:00,44.69262
1/17/2014 4:30,40.13176
1/17/2014 5:00,36.58617
1/17/2014 5:30,40.51151
1/17/2014 6:00,38.30108
1/17/2014 6:30,43.4114
1/17/2014 7:00,49.53029
1/17/2014 7:30,49.65349
1/17/2014 8:00,43.36845
1/17/2014 8:30,42.5811
1/17/2014 9:00,40.88936
1/17/2014 9:30,37.18412
1/17/2014 10:00,37.08601
1/17/2014 10:30,38.19174
1/17/2014 11:00,36.93068
1/17/2014 11:30,37.50512
1/17/2014 12:00,34.30657
1/17/2014 12:30,38.89352
1/17/2014 13:00,39.28633
1/17/2014 13:30,39.12943
1/17/2014 14:00,37.23846
1/17/2014 14:30,40.79886
1/17/2014 15:00,38.39908
1/17/2014 15:30,42.71187
1/17/2014 16:00,38.4236
1/17/2014 16:30,43.24228
1/17/2014 17:00,39.21853
1/17/2014 17:30,45.36205
1/17/2014 18:00,45.84823
1/17/2014 18:30,45.14088
1/17/2014 19:00,45.4612
1/17/2014 19:30,43.52537
1/17/2014 20:00,43.1101
1/17/2014 20:30,42.51752
1/17/2014 21:00,45.31899
1/17/2014 21:30,41.60571
1/17/2014 22:00,43.15949
1/17/2014 22:30,42.99124
1/17/2014 23:00,43.05714
1/17/2014 23:30,41.69363
1/18/2014 0:00,37.97082
1/18/2014 0:30,42.76075
1/18/2014 1:00,42.94345
1/18/2014 1:30,41.53357
